set,rank,prop
verde,16,"verde_ordinal_sort(v_v,e1,row,""age_band"",""['working (18 to 64)', '65 and over']"")."
verde,17,view(v_v).
verde,17,"encoding(v_v,e0)."
verde,17,"encoding(v_v,e1)."
verde,17,"encoding(v_v,e2)."
verde,17,"type(v_v,e1,nominal)."
verde,17,"type(v_v,e2,nominal)."
verde,17,"type(v_v,e0,quantitative)."
verde,17,"channel(v_v,e1,color)."
verde,17,"field(v_v,e1,""age_band"")."
verde,17,"field(v_v,e0,""QoL"")."
verde,17,"verde_color_enc_scheme(v_v,e1,""age_band"",nominal,""{""scheme"": ""set1""}"",0)."
verde,17,"aggregate(v_v,e0,mean)."
verde,17,"channel(v_v,e0,x)."
verde,17,"channel(v_v,e2,y)."
verde,17,"field(v_v,e2,""region"")."
verde,17,"mark(v_v,tick)."
verde,17,"verde_ordinal_sort(v_v,e2,y,""region"",""['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']"")."
verde,17,"verde_ordinal_sort(v_v,e1,color,""age_band"",""['working (18 to 64)', '65 and over']"")."
verde,18,view(v_v).
verde,18,"encoding(v_v,e0)."
verde,18,"encoding(v_v,e1)."
verde,18,"encoding(v_v,e2)."
verde,18,"type(v_v,e1,nominal)."
verde,18,"type(v_v,e2,nominal)."
verde,18,"type(v_v,e0,quantitative)."
verde,18,"field(v_v,e1,""age_band"")."
verde,18,"field(v_v,e0,""QoL"")."
verde,18,"verde_color_double_enc_scheme(v_v,e1,""age_band"",nominal,""{""scheme"": ""set1""}"",0)."
verde,18,"channel(v_v,e0,x)."
verde,18,"channel(v_v,e1,y)."
verde,18,"channel(v_v,e2,row)."
verde,18,"field(v_v,e2,""region"")."
verde,18,"mark(v_v,tick)."
verde,18,"log(v_v,e0)."
verde,18,"verde_ordinal_sort(v_v,e2,row,""region"",""['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']"")."
verde,18,"verde_ordinal_sort(v_v,e1,y,""age_band"",""['working (18 to 64)', '65 and over']"")."
verde,19,view(v_v).
verde,19,"encoding(v_v,e0)."
verde,19,"encoding(v_v,e1)."
verde,19,"encoding(v_v,e2)."
verde,19,"type(v_v,e1,nominal)."
verde,19,"type(v_v,e2,nominal)."
verde,19,"type(v_v,e0,quantitative)."
verde,19,"field(v_v,e1,""age_band"")."
verde,19,"channel(v_v,e2,color)."
verde,19,"field(v_v,e0,""QoL"")."
verde,19,"aggregate(v_v,e0,mean)."
verde,19,"channel(v_v,e0,x)."
verde,19,"channel(v_v,e1,y)."
verde,19,"field(v_v,e2,""region"")."
verde,19,"mark(v_v,tick)."
verde,19,"verde_ordinal_sort(v_v,e2,color,""region"",""['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']"")."
verde,19,"verde_ordinal_sort(v_v,e1,y,""age_band"",""['working (18 to 64)', '65 and over']"")."
